rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
168,Loyola MD,MAAC,19-14,105.87645915146511,118,106.68706233627805,249,0.47808652648826866,168,19,14,12,6,12-6,0.4400759312989255,0.4467542559360843,0.42146092585096806,0.4400759312989255,0.4467542559360843,0.42146092585096806,0.8546545486084587,0.7994168047618222,101.33199396443878,103.70887726506467,101.33199396443878,103.70887726506467,108.33297579307333,105.65304979879978,95.78026954563606,109.13901722428379,0.18220100169848238,3,0.03996798045429284,1347.0,1263.0,1214.4499999999998,1.1091440569805264,1.0399769442957718,0,0.6666666666666666,-7.27770177763335,167,80,65.97880163616418
169,Middle Tennessee,SB,17-15,103.54164541286502,152,104.36495210038899,200,0.47724570391779614,169,17,15,11,7,11-7,0.47939307808415116,0.5223930720177125,0.4433686865298379,0.47939307808415116,0.5223930720177125,0.4433686865298379,0.8366996475808927,0.7746359364067555,103.84342946346914,103.12633313286854,103.84342946346914,103.12633313286854,103.04052668744279,101.4283447024564,94.27515173695444,110.12139843004871,0.1434770700986869,5,0.0208080641477425,1215.0,1176.0,1165.875,1.0421357349630107,1.008684464458025,0,0.6111111111111112,-7.764321786522358,174,125,62.425262654558566
170,Mount St. Mary's,NEC,19-15,99.87727152298326,209,100.8293719672697,137,0.47275030851309324,170,19,15,11,7,11-7,0.3860054620131646,0.5092319749680705,0.2814475407685687,0.3860054620131646,0.5092319749680705,0.2814475407685687,0.8861190657134467,0.838982701538847,100.85201792709465,105.26056721766957,100.85201792709465,105.26056721766957,98.25910249999785,99.91791961832828,103.26660496852587,109.06974575452746,0.3477950897777866,3,-0.028004821417268344,1272.0,1172.0,1234.9125,1.03003249218062,0.9490550949966091,0,0.6111111111111112,-9.338504107613423,191,228,65.8981582153533
171,Holy Cross,Pat,15-14,100.14955043810875,203,101.39585141340618,147,0.4645029563702908,171,15,14,5,9,5-9,0.4352959937575315,0.49024953762724277,0.3682512642779026,0.4352959937575315,0.49024953762724277,0.3682512642779026,0.8850042637431528,0.8482407662518302,100.60100137594476,102.83745332171307,100.60100137594476,102.83745332171307,96.07705532585541,104.51055203531389,97.72517714470703,95.44119134171757,0.5675747761694705,2,-0.01251410527740493,831.0,860.0,862.0374999999999,0.9639951858242827,0.9976364137291012,0,0.35714285714285715,-8.969851144768567,186,191,59.65262384243414
172,TCU,MWC,14-16,99.7708805758174,210,101.06246347274507,142,0.4630878403360545,172,14,16,6,10,6-10,0.5101315713411971,0.2941128742735718,0.6650000204431611,0.5101315713411971,0.2941128742735718,0.6650000204431611,0.7986993460610261,0.8810121262343353,101.34454863346625,100.5147723036117,101.34454863346625,100.5147723036117,96.65024078440749,97.25573669616514,114.6912640793925,107.31784954712505,0.6822566683567399,7,-0.007836690005331659,966.0,1048.0,1048.1250000000002,0.9216457960644006,0.9998807394156229,0,0.375,-7.816215561836784,175,178,67.31192203283656
173,Albany,AE,15-15,102.54107335992809,175,104.20278677718036,198,0.45391428904935244,173,15,15,10,6,10-6,0.37117120411943577,0.4390551585073288,0.3168906440145032,0.37117120411943577,0.4390551585073288,0.3168906440145032,0.8974849721050321,0.8451335627712324,99.40352645348915,104.35065708271415,99.40352645348915,104.35065708271415,105.13152064850549,107.30387406996566,104.48993953984463,119.64699249090879,0.1739724514786715,1,-0.08191382361967181,1133.0,1066.0,1045.5749999999998,1.0836142792243504,1.019534705783899,0,0.625,-10.504492652619424,215,322,63.62681234930352
174,Morgan St.,MEAC,22-11,97.9710796826044,233,99.60297999803973,106,0.45264803801853465,174,22,11,14,2,14-2,0.3120729137326179,0.47316739765670296,0.16932841686495187,0.3120729137326179,0.47316739765670296,0.16932841686495187,0.889921761831585,0.8060157179490637,97.9549392983136,106.22869456384505,97.9549392983136,106.22869456384505,97.11987681687,97.51334645883372,99.09012256314806,101.03909783314111,0.4442343389821348,4,0.014596074490719091,1084.0,915.0,1047.6625,1.0346843568420174,0.8733728657845442,0,0.875,-5.7494638519259285,142,137,64.90146609110995
175,Northwestern,B10,8-22,104.43827851152784,140,106.2911974845862,240,0.4496112689100197,175,8,22,1,17,1-17,0.66161812103822,0.416301593745111,0.8040708732521218,0.66161812103822,0.416301593745111,0.8040708732521218,0.6939295826848441,0.8519357986555495,106.63088856295695,97.79452412016286,106.63088856295695,97.79452412016286,104.07888677392188,108.6016512987896,107.46337375869632,110.71146500120479,0.41521708667555834,13,-0.0531224165919027,1044.0,1282.0,1102.9250000000002,0.9465738830836185,1.162363714667815,0,0.05555555555555555,-10.021087901078152,204,276,61.27060771639592
176,Rutgers,BE,11-20,95.50502363468917,272,97.28438863522348,71,0.44712683098350553,176,11,20,3,15,3-15,0.6257172051309986,0.39674500516909056,0.7910860162145984,0.6257172051309986,0.39674500516909056,0.7910860162145984,0.7106378557057149,0.8420492380204835,106.1250708517317,99.73847529806487,106.1250708517317,99.73847529806487,94.97516548282233,96.61964877875596,108.15953539344542,109.21177309631716,0.4721942528044383,12,-0.006675305616065275,1069.0,1273.0,1209.0375000000001,0.8841743949215801,1.0529036526989444,0,0.16666666666666666,-8.441899378195211,183,174,64.85826441324723
177,UNC Asheville,BSth,23-10,105.38044820354341,126,107.37851503278286,261,0.44620787124262024,177,23,10,11,4,11-4,0.3528982435494352,0.3502937654623866,0.2989559584404891,0.3528982435494352,0.3502937654623866,0.2989559584404891,0.8627604731374056,0.8166591406786828,101.1748379523984,104.80100077227159,101.1748379523984,104.80100077227159,104.09360355964199,107.171682137277,111.6475855845071,104.64153699588586,0.6781489160231124,4,0.08454599379522221,1099.0,1039.0,1000.7,1.0982312381333066,1.0382732087538722,0,0.7333333333333333,-3.788411386454958,105,13,64.94037905508681
178,Vermont,AE,16-15,100.21596674807452,201,102.3228630671745,161,0.4404675970828474,178,16,15,9,7,9-7,0.36955268976848654,0.4243360737492207,0.31853005315151167,0.36955268976848654,0.4243360737492207,0.31853005315151167,0.9004515532674333,0.8526783652661203,100.38778416873322,105.87170288283343,100.38778416873322,105.87170288283343,99.37018787064427,100.54462085422695,91.43301965109642,104.04334065976467,0.18455145425230451,1,-0.06010909652593244,1165.0,1087.0,1126.0875,1.034555485253144,0.965289109416453,0,0.5625,-10.37270353492422,214,290,68.75755133808408
179,Eastern Michigan,MAC,14-17,103.94911238330398,145,106.17603195736142,238,0.43935883829666206,179,14,17,8,8,8-8,0.48469323831458805,0.4764380804377938,0.48783592888156874,0.48469323831458805,0.4764380804377938,0.48783592888156874,0.8528136351551068,0.8361627651576496,102.35779933859152,102.79955715181343,102.35779933859152,102.79955715181343,104.92455849656871,105.04574276197116,112.23172687164032,103.43630499627585,0.7187989254820883,2,-0.015417389900882261,1051.0,1049.0,1014.4125000000001,1.0360676746392614,1.0340960901014133,0,0.5,-10.339475588218992,212,196,62.62571187874245
180,Buffalo,MAC,10-20,99.9411020558637,208,102.35068485269872,162,0.4319313381350723,180,10,20,3,13,3-13,0.5143378978928961,0.4330035898342875,0.5667741008829098,0.5143378978928961,0.4330035898342875,0.5667741008829098,0.8332412343761486,0.8427335814993289,102.96089772699412,101.19651665910723,102.96089772699412,101.19651665910723,98.77379012804504,102.09139862322408,81.04226310513215,92.48467533047389,0.17963387340774034,3,-0.10546341835351436,1143.0,1216.0,1174.6125,0.9730868690738436,1.03523502431653,0,0.1875,-12.890217179260965,267,335,71.51370919344872
181,Wyoming,MWC,12-18,100.38156261965463,197,102.861770686564,179,0.4302855306703656,181,12,18,5,11,5-11,0.5284043787748959,0.3745833921623231,0.6689994067370958,0.5284043787748959,0.3745833921623231,0.6689994067370958,0.8169681144834127,0.899636552243723,103.27694800028665,100.59866073541069,103.27694800028665,100.59866073541069,100.90550368349024,102.50331680771558,118.24351331898538,121.87193338163262,0.4139686929466613,5,-0.02875244828971335,1065.0,1176.0,1114.4750000000001,0.9556069001099171,1.055205365755176,0,0.3125,-10.24202444986068,209,229,68.83311889224345
182,Central Michigan,MAC,14-17,103.05460743274332,163,105.70243653866265,229,0.42757728834323394,182,15,16,8,8,8-8,0.522190247467794,0.5653785542618076,0.48981864478219894,0.522190247467794,0.5653785542618076,0.48981864478219894,0.8331517965906327,0.787056642270316,102.93090512827187,100.4448406680911,102.93090512827187,100.4448406680911,99.6125747474066,103.39487664209543,101.21246209226935,103.62544578338934,0.4326734535684742,2,0.03918197262994655,1108.0,1144.0,1123.1250000000002,0.9865331107401222,1.01858653311074,0,0.5,-9.404790979123455,194,83,67.60792796866052
183,New Orleans,SB,19-13,103.46991806305013,156,106.14432156836732,237,0.4271555848897632,183,19,13,8,10,8-10,0.40919526879651985,0.33421108341681643,0.4459208979857552,0.40919526879651985,0.33421108341681643,0.4459208979857552,0.8876344374754667,0.904823615756469,100.86145702483964,103.6507828940737,100.86145702483964,103.6507828940737,102.78479653474693,107.03475658757871,0,0,0,0,0.060390791088524964,1297.0,1327.0,1251.2000000000003,1.036604859335038,1.0605818414322248,0,0.4444444444444444,-7.55661809266266,173,39,68.16438148734575
184,Weber St.,BSky,16-14,98.62883860110483,225,101.34144257588508,146,0.42262298712841767,184,17,13,10,6,10-6,0.3754241819605522,0.42466693351527285,0.33853049281476566,0.3754241819605522,0.42466693351527285,0.33853049281476566,0.8852385373781633,0.8201304652994842,101.36359135100801,105.55380780845996,101.36359135100801,105.55380780845996,98.91723045762608,102.01413473455743,86.84896476030009,98.88988874729995,0.18345406345911233,3,-0.03803779612663927,1097.0,1047.0,1058.2125,1.0366537911808829,0.9894043020659838,0,0.625,-9.105760822070067,188,248,63.7755211635797
185,UT Arlington,Slnd,21-12,100.92098142898806,190,103.71863418269366,192,0.42202761197429683,185,21,12,7,9,7-9,0.3564958340524782,0.2804446634088453,0.3627393039715923,0.3564958340524782,0.2804446634088453,0.3627393039715923,0.8960586512555474,0.9168442646594646,99.19884012000895,102.86479866722806,99.19884012000895,102.86479866722806,97.76254377505559,105.98562232312652,103.21197260196051,98.75882024136362,0.6241493026791644,2,0.04800863048917936,1125.0,1157.0,1141.15,0.9858476098672391,1.0138894974367962,0,0.4375,-6.909534907918699,160,61,68.65203855473543
186,Little Rock,SB,19-11,94.83395200917673,286,97.54749975302158,76,0.4195947023224244,186,20,11,11,7,11-7,0.3775188202597472,0.2985882975234059,0.39709622265702654,0.3653407937997553,0.2714439068394599,0.39709622265702654,0.9059787119492967,0.9287358369375827,100.14288769451665,104.54713703782524,96.80479143803275,101.06223246989772,95.69359545766858,100.10356734187766,80.15007495217071,92.10170381959232,0.16820322511388483,2,0.07257635980572674,1167.0,1172.0,1187.9624999999999,0.982354240979829,0.9865631280448669,0,0.6111111111111112,-6.604430426095691,158,22,64.52304644388433
187,Elon,SC,14-19,96.56630807532272,257,99.43346211770042,104,0.4166657163666796,187,15,18,9,11,9-11,0.4653502528301459,0.4464545704706795,0.4592121030857424,0.4653502528301459,0.4464545704706795,0.4592121030857424,0.831047134637219,0.7933097689269659,103.02745928298219,102.87660045268332,103.02745928298219,102.87660045268332,94.00210371028507,99.16621025122338,115.33383209383697,109.57450093439253,0.6431587022533642,5,-0.04873963038169726,1238.0,1292.0,1297.2375,0.9543356555757909,0.9959625743165766,0,0.45,-11.290374895477743,229,268,62.20498938671305
188,East Tennessee St.,ASun,19-13,102.65587098234568,173,105.71460226352237,230,0.41638091925675963,188,19,13,11,5,11-5,0.4147034022196149,0.5440913531348746,0.29305873417549033,0.4147034022196149,0.5440913531348746,0.29305873417549033,0.8762441564309298,0.8015293687713434,100.58979182255284,103.72110692011385,100.58979182255284,103.72110692011385,101.86669447054304,107.5747251246379,116.3525535263625,126.81913023148834,0.2707982763891209,4,0.07590080601143778,1270.0,1226.0,1208.0125,1.0513136246520627,1.0148901604908889,0,0.6875,-7.173687825135473,165,19,71.11030833998113
189,Fresno St.,WAC,13-19,97.31270133230845,243,100.24949085585767,122,0.4153423378228774,189,13,19,5,11,5-11,0.44498466088308186,0.4382650206584611,0.4375977792203001,0.44498466088308186,0.4382650206584611,0.4375977792203001,0.8526686585319133,0.8204081390900183,102.48500728202539,104.0627898961564,102.48500728202539,104.0627898961564,96.73273547505119,101.04062344475142,94.80606078331915,92.65617264772398,0.5655663294125468,3,-0.09833934478175665,1106.0,1132.0,1111.5000000000002,0.995051731893837,1.018443544759334,0,0.3125,-12.403939422418606,257,333,67.18527962587243
190,Gardner Webb,ASun,16-16,101.03652545231193,188,104.1554576402426,196,0.41347251121583384,190,16,16,9,7,9-7,0.37617537457032035,0.4898176879163052,0.2888887412888329,0.37617537457032035,0.4898176879163052,0.2888887412888329,0.8649528690878742,0.7621999982253228,99.86893270354581,104.32268937784409,99.86893270354581,104.32268937784409,98.76000285257247,103.85791520122373,121.82426703752317,114.62073266054597,0.6683950447677212,5,-0.059974361677425314,1211.0,1156.0,1179.4374999999998,1.0267606380160035,0.9801282390970274,0,0.5625,-10.072913427889171,205,289,70.82630098785059
191,William & Mary,CAA,17-16,99.38907780879558,215,102.48603367965353,169,0.41268674335213845,191,17,16,10,8,10-8,0.45489384532021165,0.3667391172413732,0.4735444425268543,0.45489384532021165,0.3667391172413732,0.4735444425268543,0.8588726793304948,0.8555032178738154,101.308585888753,101.6501700393793,101.308585888753,101.6501700393793,96.93189504597989,100.63018419807452,101.77782927471547,102.57334754774301,0.4776306662162635,2,0.0378205791543369,1081.0,1113.0,1119.2875000000001,0.9657929709748387,0.9943825871369062,0,0.5555555555555556,-9.280571993751538,190,88,61.38102002498613
192,Lipscomb,ASun,15-16,99.20399653154826,219,102.40962207145634,164,0.4095738621090807,192,15,16,9,7,9-7,0.3414256506857957,0.3897984237631578,0.2894327436706798,0.3414256506857957,0.3897984237631578,0.2894327436706798,0.9042204264860919,0.8610309470023826,98.75305953881139,104.83546364296117,98.75305953881139,104.83546364296117,100.86878119364529,102.55700707110432,102.29770132889635,99.8552227064109,0.5690330584028597,2,-0.09645152902481002,1224.0,1142.0,1165.6750000000002,1.0500353872219956,0.979689879254509,0,0.5625,-11.637476597041521,237,332,66.81608460778983
193,High Point,BSth,15-14,102.04600587577653,177,105.34537035166397,224,0.40952360641702984,193,17,14,9,6,9-6,0.3436859011601619,0.3635915007818078,0.3053078249281603,0.32151261721434504,0.31511263401090006,0.3053078249281603,0.9021519515889084,0.8737912002711902,99.27059290703983,105.5583886306256,92.42434512034743,98.27849975954797,100.35326375196483,102.67483540160745,104.20111093110148,109.29178233611451,0.36620511046513743,2,-0.06901210217052212,1033.0,963.0,965.3499999999999,1.0700782099756565,0.9975656497643343,0,0.6,-9.557014341849323,196,308,62.02839275536124
194,Lafayette,Pat,15-15,104.88007970119799,130,108.39196632309518,279,0.4064239981356977,194,15,15,6,8,6-8,0.39213332635110976,0.4009550371158761,0.37634783066477445,0.39213332635110976,0.4009550371158761,0.37634783066477445,0.8888222863501382,0.8565139893076332,98.45731883566752,102.86546927825549,98.45731883566752,102.86546927825549,104.58337020655956,108.06285979524212,104.75838693743438,111.49383616544922,0.3281430300505245,2,-0.020154239845790012,1023.0,1013.0,981.8875000000002,1.0418708864304718,1.0316864202874565,0,0.42857142857142855,-10.11398269574679,207,209,68.79852140900326
195,Colgate,Pat,18-14,97.25104570812455,244,100.68305436075664,133,0.40159098367481505,195,18,14,7,7,7-7,0.3754996988977311,0.3714849850444047,0.377022566439909,0.3754996988977311,0.3714849850444047,0.377022566439909,0.8945257877978923,0.8625115288301786,99.31081341333102,104.36742910746611,99.31081341333102,104.36742910746611,98.21733282726339,100.51279041131764,93.46713367105134,109.8569365381889,0.13493115437017866,2,0.024284959702992603,923.0,902.0,932.3375000000001,0.9899848499068201,0.9674608175687451,0,0.5,-9.029291122138392,187,113,64.06168699436563
196,Murray St.,OVC,18-13,102.90041328923603,169,106.59711206225494,246,0.3998980905550576,196,18,13,13,7,13-7,0.30410065186091595,0.45791667720046203,0.23803539316171868,0.30410065186091595,0.45791667720046203,0.23803539316171868,0.9206188183786665,0.827554207425446,100.35825662037696,107.89857271750843,100.35825662037696,107.89857271750843,103.57906925417512,103.51453272392924,99.97280014844095,107.78014373113193,0.2963487459047738,2,-0.0438725686148943,1496.0,1333.0,1336.75,1.1191322236768282,0.9971946886104358,0,0.65,-9.36964103543815,192,257,63.97739348848688
197,Louisiana,SB,15-15,96.67313613845681,255,100.17810749112166,120,0.3990170615531733,197,15,15,11,7,11-7,0.4379082782215679,0.48987124647706465,0.41767365923813904,0.4379082782215679,0.48987124647706465,0.41767365923813904,0.8703236618131267,0.8131298823856433,102.50776523573496,104.05481760867077,102.50776523573496,104.05481760867077,97.46813434950559,97.95011147605447,109.82411964689862,115.8863159870092,0.35026165515607033,1,0.01762711960722646,1170.0,1132.0,1171.6000000000001,0.9986343461932399,0.9662000682826902,0,0.6111111111111112,0,49,129,63.815951684755234
198,Montana,BSky,14-16,105.70887816428359,124,109.55168914494362,304,0.39875929022637174,198,14,16,8,8,8-8,0.38579528543311437,0.45261691589323727,0.341444582899189,0.38579528543311437,0.45261691589323727,0.341444582899189,0.8778936207115352,0.8113159085412527,100.84707708289433,104.29209779643234,100.84707708289433,104.29209779643234,105.21494666752686,111.25638573104804,102.52464873752031,101.78132212277293,0.5209081235257597,2,-0.06802147705295558,1127.0,1113.0,1035.4625,1.0884025254415297,1.0748819971751753,0,0.5,-10.814406842389092,220,305,62.34391508873561
199,Loyola Chicago,Horz,12-19,99.01919576333364,220,102.74107294444303,175,0.395481141278988,199,12,19,7,12,7-12,0.5234262630083122,0.43343006745802715,0.5688066864457416,0.5234262630083122,0.43343006745802715,0.5688066864457416,0.8355588238051994,0.8508549644201223,103.26569038197805,100.63778378626941,103.26569038197805,100.63778378626941,99.56371058529167,100.86391939593986,115.01988171024824,122.57591177446629,0.32482319438827795,3,-0.008728365874075439,1150.0,1202.0,1181.975,0.972947820385372,1.0169419826984496,0,0.3684210526315789,-11.61805693615421,235,180,60.39328310982976
200,Navy,Pat,16-14,100.57337699654757,194,104.47451318535978,203,0.3923036835892996,200,16,14,9,5,9-5,0.3184434945880795,0.2685092589588879,0.37831972335470193,0.3184434945880795,0.2685092589588879,0.37831972335470193,0.9331950026696046,0.939119666486107,96.28087277551565,104.50200643738884,96.28087277551565,104.50200643738884,105.86135040945611,106.77312282324212,0,0,0,0,-0.06264674326510178,1089.0,1047.0,1027.4250000000002,1.0599313818526899,1.019052485582889,0,0.6428571428571429,-10.793151289641514,218,294,73.62269304771097
201,Purdue Fort Wayne,Sum,13-18,98.89691517126943,223,102.8310020009446,178,0.3896932943546275,201,13,18,9,9,9-9,0.4970567332425422,0.5673673058970651,0.44572830790950557,0.4970567332425422,0.5673673058970651,0.44572830790950557,0.7979112276796684,0.6640720620841356,104.11898613667223,102.08082179810313,104.11898613667223,102.08082179810313,99.92250293547748,103.94449871558868,99.13255006141587,100.09364218264496,0.47228948739936144,5,-0.005621618587801025,1252.0,1282.0,1220.1875,1.0260718127336987,1.0506581980228449,0,0.5,0,55,172,66.57763010528822
202,Central Connecticut,NEC,14-16,103.44795371746065,158,107.83588412076853,266,0.382787977391564,202,14,16,10,8,10-8,0.3471150731198422,0.4236485194882891,0.2953700037984426,0.3471150731198422,0.4236485194882891,0.2953700037984426,0.9205800296748756,0.8842766641326635,99.51166940400297,105.82245901939243,99.51166940400297,105.82245901939243,105.67708021147459,108.61898960871525,81.1501294472961,96.35110279241601,0.12190353292947068,1,-0.08161858883944728,1338.0,1255.0,1212.2624999999998,1.1037213474804344,1.0352543281673732,0,0.5555555555555556,-12.271361907930826,253,321,62.866141387183646
203,St. Bonaventure,A10,8-22,104.56931132182827,137,109.24524837590405,298,0.37681946631749313,203,8,22,2,14,2-14,0.5553968476283289,0.4187083715179226,0.6749992642249342,0.5553968476283289,0.4187083715179226,0.6749992642249342,0.8091314749163246,0.8646520285259939,103.59562631678145,101.14789916816606,103.59562631678145,101.14789916816606,108.08032067455741,111.89671703185341,100.83359235153948,111.70208104530168,0.23555899576796416,4,-0.08974169610213406,1096.0,1247.0,1064.1499999999999,1.0299299910726873,1.1718272799887235,0,0.125,-13.929479119872207,278,329,65.3186759468254
204,Hofstra,CAA,12-18,97.17591586522082,247,101.9350840228702,158,0.36589858527839336,204,12,18,8,10,8-10,0.45692153780872286,0.4618725132451997,0.4623364100276799,0.45692153780872286,0.4618725132451997,0.4623364100276799,0.8782178392535946,0.8670046517379828,100.56537339119863,102.40233336803507,100.56537339119863,102.40233336803507,97.03550939318608,100.89048326835481,111.63180826980906,123.8385003028679,0.2326547730111102,2,-0.030656802796699967,1180.0,1218.0,1220.625,0.9667178699436764,0.9978494623655914,0,0.4444444444444444,-12.433667207208495,258,235,67.2778751284001
205,Florida Atlantic,SB,15-18,101.58864311760462,180,106.60912985874425,247,0.36476767297147017,205,15,18,8,10,8-10,0.4262259406871297,0.40443569571193727,0.4543931426277864,0.4262259406871297,0.40443569571193727,0.4543931426277864,0.862261015791228,0.8307975323878574,100.71767190415693,103.38342984187608,100.71767190415693,103.38342984187608,101.11632451920947,107.20177392701376,94.52481847922391,104.06507451206842,0.24866016567465146,2,-0.018945904635693456,1324.0,1379.0,1285.3000000000002,1.0301097020150936,1.0729012681864154,0,0.4444444444444444,-11.635359817052509,236,204,68.95936605758216
206,Fairfield,MAAC,14-16,103.92622091841613,146,109.06953534404605,294,0.364589212821961,206,14,16,11,7,11-7,0.4714988972426367,0.5326255871490606,0.43377771845301244,0.4714988972426367,0.5326255871490606,0.43377771845301244,0.859033936035613,0.7940008566242601,102.18053920286606,102.97004612665562,102.18053920286606,102.97004612665562,103.79954803116601,108.59669657592812,107.16339912660196,112.24445516110305,0.3698803412003241,2,0.052810359292832676,1245.0,1269.0,1176.2374999999997,1.058459707329515,1.0788637498804454,0,0.6111111111111112,-9.860914567878229,200,52,60.99422717765856
207,Sacred Heart,NEC,18-14,100.00316590426655,206,105.14649198662791,217,0.3596793806518805,207,18,14,13,5,13-5,0.3562377873716291,0.44058860697939745,0.303435024575797,0.3562377873716291,0.44058860697939745,0.303435024575797,0.9152424146253147,0.8695294225580921,99.29502085775603,105.33835703620888,99.29502085775603,105.33835703620888,102.03005523311569,104.45437292834474,0,0,0,0,0.04299319346061259,1375.0,1291.0,1290.125,1.065788198817944,1.0006782288537932,0,0.7222222222222222,-9.75345525980644,199,70,68.67248087976066
208,Wofford,SC,16-16,104.01360219645295,144,109.44396059374264,302,0.357726370290995,208,16,16,8,12,8-12,0.4467685186468682,0.37680148728864854,0.464978756811018,0.4467685186468682,0.37680148728864854,0.464978756811018,0.8134526661275161,0.7542088791319365,102.8936751359398,101.74553351534429,102.8936751359398,101.74553351534429,104.50132795321086,110.68885506975298,102.0616455805556,108.39934390535363,0.3334065043990851,6,0.03135199466273436,1348.0,1411.0,1279.5500000000004,1.0534953694658276,1.1027314290180137,0,0.4,-8.158728465277031,180,102,61.68603398902161
209,Boston University,AE,14-17,96.49177115858214,258,101.55086497575073,151,0.3571687587592234,209,14,17,9,7,9-7,0.40657434565823924,0.5074237217252515,0.3287107069881724,0.40657434565823924,0.5074237217252515,0.3287107069881724,0.8881381362805774,0.8249313325182637,101.22447755615079,104.86365993110768,101.22447755615079,104.86365993110768,97.50449112556237,102.05270553212551,87.79480888229608,92.605364369746,0.3512694173367351,2,-0.016613931320178077,1039.0,1005.0,1025.1374999999998,1.0135225762397728,0.9803562936679228,0,0.5625,-11.85199206772095,244,200,63.37481888243204
210,East Carolina,CUSA,11-19,103.54923506178908,151,108.99960337879746,292,0.3566541297744665,210,12,18,5,11,5-11,0.5070259039037952,0.384258183615882,0.5903118569461457,0.5070259039037952,0.384258183615882,0.5903118569461457,0.8270405954827336,0.886677792067277,103.22319034713198,100.39713793997466,103.22319034713198,100.39713793997466,103.6731407710845,110.36910145469284,119.13881869605594,127.25210092385046,0.3191611921999643,3,-0.052860021441910654,1072.0,1222.0,1073.6125000000002,0.9984980614514081,1.1382132752738998,0,0.3125,-11.740723449233665,240,275,65.54025646679078
211,Bowling Green,MAC,13-17,99.24809237817097,218,104.66083450682356,208,0.35190497048649155,211,13,17,7,9,7-9,0.526631634839083,0.4800785014224609,0.5775194085409685,0.526631634839083,0.4800785014224609,0.5775194085409685,0.8453957466235111,0.8733782080134992,102.68124352918373,101.72192710387883,102.68124352918373,101.72192710387883,97.2866185384741,104.37354750189019,90.47135156937708,97.67624520100672,0.29293141260470235,1,0.07718290663257443,975.0,1095.0,1030.0125,0.9465904539993446,1.0630938944915718,0,0.4375,-10.07551758135158,206,17,63.89281247916587
212,Southeastern Louisiana,Slnd,17-13,95.0992889674423,284,100.33786488201514,124,0.350543980316158,212,17,13,9,7,9-7,0.3429868124641105,0.347487893406656,0.3436825790682695,0.3429868124641105,0.347487893406656,0.3436825790682695,0.8967393949968961,0.8524029472125682,98.64989413863925,103.19752062385393,98.64989413863925,103.19752062385393,97.26781168408608,101.51472705473991,87.76698057353528,99.34353108395986,0.19390507855317687,1,0.01571964898300171,1070.0,1045.0,1077.8375,0.9927284957147993,0.9695339046934254,0,0.5625,-8.453360075006627,184,133,64.32749291414817
213,Delaware,CAA,14-17,97.15527748943512,248,102.52516776452707,170,0.3500829036275307,213,14,17,9,9,9-9,0.4789054158499989,0.5082196695547007,0.4713253771544557,0.4789054158499989,0.5082196695547007,0.4713253771544557,0.8674664263744402,0.8401018107700614,100.70853756922573,101.28062912527756,100.70853756922573,101.28062912527756,95.68941027256733,99.44908962841393,72.79775504670832,95.61241793950636,0.04168231998961695,2,0.06887624438749179,1141.0,1176.0,1206.5125,0.9457009355477046,0.9747101666994746,0,0.5,-10.802333316636696,219,26,64.96783482354603
214,Youngstown St.,Horz,9-21,97.19711695120303,246,102.5941491060304,171,0.34944984963229553,214,9,21,5,14,5-14,0.5483983999917139,0.48484697620852446,0.5851913295504027,0.5483983999917139,0.48484697620852446,0.5851913295504027,0.8021935444490447,0.7781251319204068,104.29532601954809,99.9645639222273,104.29532601954809,99.9645639222273,96.49225588143999,101.26410619900881,117.99511800396922,114.60658476440781,0.5829965755781493,4,-0.04158245896429136,1192.0,1313.0,1270.6000000000001,0.9381394616716511,1.0333700613883203,0,0.2631578947368421,-12.805070134824197,265,254,68.1089567060713
215,James Madison,CAA,13-17,102.67747759468013,172,108.42420557364264,281,0.3483559702353767,215,13,17,5,13,5-13,0.43681866519167317,0.32669630517799636,0.4984451927694919,0.43681866519167317,0.32669630517799636,0.4984451927694919,0.8857491523141243,0.923947489629808,100.78213377254166,103.59445185463655,100.78213377254166,103.59445185463655,100.47807587603451,109.61933878174781,103.8834155772266,117.28998813254705,0.1984720546234314,1,-0.003417517462287578,1206.0,1321.0,1213.3875000000003,0.9939116728992179,1.088687661608513,0,0.2777777777777778,-11.76475886936349,241,168,68.91118899186093
216,Evansville,MVC,9-21,96.34181931624565,260,101.75083406927888,155,0.34792284031520565,216,9,21,3,15,3-15,0.5785877519166989,0.32685744253568044,0.7232700341756988,0.5785877519166989,0.32685744253568044,0.7232700341756988,0.7968041227010251,0.9132390230148157,104.9872189757472,100.88492833798384,104.9872189757472,100.88492833798384,96.23198212175605,100.14003700390359,117.82566723383171,115.37599283802281,0.5601111420615643,5,-0.024751379895538272,1063.0,1230.0,1160.65,0.9158661095076034,1.0597510015939344,0,0.16666666666666666,-12.351277161842209,256,222,63.148186819717026
