rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
99,DePaul,BE,14-13,108.6723589625969,182,101.66021971468851,44,0.6828858936172498,99,15.480201499768247,15.519798500231753,7.480201499768249,12.519798500231753,10-Jun,0.6174917475768901,0.3528240045824639,0.799450821,0.6388561078141425,0.3528240045824639,0.7961737645915657,0.7353838250395471,0.9096850785019449,112.47611454377517,107.02444163938479,113.1106531503325,106.72729079824514,108.97321758581037,99.74407696,106.76412313551435,98.88755328035093,0.7071005499948121,8,0.0015886,1079,1138,1061.5875,1.0164023219941831,1.0719794647167566,0.7830655394155965,0.375,-4.184262475,99,179,66.06621328905733
100,Pacific,WCC,17-13,111.8072230177076,128,104.73178827856759,85,0.6795697003402809,100,17.737188320717276,13.262811679282724,8.737188320717276,9.262811679282724,9-Aug,0.5074108233557051,0.4105843060843025,0.5814546306808954,0.5073282613368802,0.4105843060843025,0.5771988956859642,0.813850557,0.8382355084097242,110.78585572625231,107.8716060829173,110.82200566414846,108.00174529444519,111.83321526512425,103.8464772,108.84510166274121,103.88495774828961,0.6309697392829268,7,-0.044178992,1217,1188,1117.5,1.0890380313199106,1.0630872483221476,0.5048514007721344,0.47058823529411764,-5.66482047,127,277,64.34596594
101,Wyoming,MWC,15-12,115.29205496118878,83,108.0095288817104,147,0.6792580585627863,101,17.383777684526304,13.616222315473694,8.383777684526306,11.616222315473694,10-Jun,0.5716252101821437,0.38362840107886903,0.7008730164406451,0.5657301063328509,0.38362840107886903,0.6658860442225409,0.7836612812843802,0.87364226,112.22960338013687,107.25683735283269,112.01477183114177,107.63099639927518,113.50594046489421,109.1714258075559,116.4751132681875,111.33318092023077,0.6269673205550611,8,-0.012116913,1131,1188,1044.9625,1.0823354905080325,1.136882902496501,0.525938155,0.375,-4.385802492,104,207,66.15801096779049
102,Davidson,A10,16-11,112.41488783220714,116,105.45608246691665,96,0.6758731937244838,102,18.47873539128109,12.52126460871891,9.478735391281091,8.521264608718909,7-Jul,0.5133697480515332,0.44389256404824473,0.5778842760545869,0.5171490711123308,0.44389256404824473,0.5700565484363929,0.8317844902884921,0.8328941454502006,110.48747241194853,107.70896992496915,110.31672039916342,107.67976502307916,112.06671118223113,105.32224495742582,108.38102073600838,108.7963805270095,0.48900467241031365,4,-0.027884607,970,961,891.875,1.0875963559915907,1.0775052557813596,0.542659502,0.5,-4.851785132,113,243,63.275229182653575
103,Kansas St.,B12,16-Nov,113.64228896540337,102,106.61241413823583,115,0.6757571503902019,103,12.40081986037643,18.59918013962357,3.4008198603764286,14.59918013962357,12-Feb,0.6887398778619643,0.5147445869931586,0.8503069336687128,0.7026674067516732,0.5147445869931586,0.8383894432439338,0.6628112580599376,0.8031842792034697,115.19531607828166,105.19700956551554,115.19981073030402,104.5916040321998,110.6083631905568,105.7828239342352,110.53140381873527,106.70721376963905,0.5998704898488153,12,-0.025540029,1017,1182,1016.525,1.000467278227294,1.162784978234672,0.7966782267572079,0.14285714285714285,-5.076122471,117,238,72.00631157306563
104,Liberty,CUSA,23-4,118.25286811997015,59,111.05852341259222,209,0.6730102614217573,104,25.68773541172886,5.312264588271141,17.68773541172886,2.3122645882711406,15-1,0.40986795422921984,0.3646902805652006,0.4409276048732333,0.4190722480584317,0.3646902805652006,0.44898233,0.8901691798110689,0.8717955385066016,107.78993606351584,109.46094441297241,107.7931632233432,109.32803867289854,118.46781539243716,110.6749854201167,76.26465548684789,108.1362339471616,0.017712803941865935,1,0.13679564323424243,1254,1158,1059.2749999999999,1.1838285619881523,1.093200538103892,0.48120123140561183,0.9375,0.092859909,53,6,64.03689809000656
105,Seattle,WCC,17-12,102.0679037,303,95.88980485551633,15,0.6721762471507942,105,18.21707665443876,12.782923345561239,7.217076654438761,10.782923345561239,10-Jun,0.5134580021963746,0.37897224963670995,0.6227276761511021,0.5117902058962444,0.37897224963670995,0.6077142854170191,0.81834663,0.9046652971536603,111.9728686671514,108.7118407855203,111.65225731412066,108.65371152254588,99.47025119470592,93.40505623672486,111.97780427214688,100.78149223909023,0.770560426,5,-0.031594306,1046,1083,1101.7375,0.9494094555191233,0.9829927727793599,0.4876071595443555,0.375,-5.116287031,118,253,68.01052589299945
106,Illinois St.,MVC,18-11,109.33590980583719,164,102.83009606918372,59,0.6694034801893322,106,18.813921452842617,12.186078547157381,10.813921452842619,9.186078547157381,8-Oct,0.4805130182082617,0.40995557798461896,0.5236314539004877,0.4978634891164015,0.40995557798461896,0.5462128402388818,0.8600226759051511,0.8793079271700287,109.26797878719518,109.35207959200456,109.56140741265345,108.95209648424041,107.17976325385061,102.08592663790422,112.46648146227574,106.88636528907037,0.6422683697952283,2,-0.035563347,1307,1231,1225.2,1.0667646098596146,1.004733920992491,0.7494453172844284,0.5555555555555556,-5.699949473,129,263,66.72140758691796
107,Illinois Chicago,MVC,16-13,109.35744313707679,163,103.28795464146619,66,0.6585101670701708,107,17.33348622109876,13.666513778901239,12.333486221098761,7.666513779,7-Nov,0.4803481458990426,0.36005689284369286,0.5538594672106452,0.48084972443990626,0.36005689284369286,0.5472857818178236,0.8662514768977603,0.8981934907854061,109.56937539242232,109.10618760085877,109.54819187345295,109.14813668628541,110.48046347555906,100.5291248,137.29330022648617,120.53783656761469,0.8170955076588309,1,-0.083465839,1305,1189,1195.1625000000004,1.0919017288444037,0.9948437973915678,0.4881226132824286,0.6111111111111112,-7.479321017,179,339,66.10109760499591
108,Sam Houston St.,CUSA,19-8,114.29943298885124,93,108.15628620168602,152,0.6536924769429966,108,21.618808451324423,9.381191548675577,13.618808451324423,6.381191548675577,5-Nov,0.44568262944333836,0.43068498056059573,0.4559935130502241,0.449776067,0.43068498056059573,0.4602761639424813,0.8712748581258903,0.827143279,109.80388366912075,109.19604154204255,109.8714084250398,109.43661465726848,112.78463003368502,107.94910059129965,128.71518863772846,115.76920843853513,0.7718946003510188,1,0.042700824,1255,1187,1114.6874999999998,1.1258760863470707,1.0648724418278668,0.4774067675115102,0.6875,-3.236135789,90,85,70.12621812
109,Memphis,Amer,15-Dec,107.17806356563173,215,101.59050895084147,42,0.6492461080795034,109,14.287614813283072,16.712385186716926,9.287614813283072,8.712385186716928,7-Jul,0.619722497,0.6900566063184266,0.5544122519793122,0.613654852,0.6900566063184266,0.5584758073345105,0.7706144800444394,0.6792700961827447,113.00276386491562,106.64002489013576,112.61161616417175,106.68020283587607,103.8397775574179,100.6174183376068,108.8349647684286,104.94906361270228,0.6030312723398875,6,-0.057055636,1023,1004,991.4999999999999,1.0317700453857792,1.0126071608673728,0.5726982510777046,0.5,-6.663879944,159,305,69.38384126599233
110,Hawaii,BW,19-7,106.04325496021784,240,100.6829997340141,33,0.6448565937794489,110,21.83428877671777,8.165711223282228,13.83428877671777,6.165711223282228,5-Nov,0.3892360166090216,0.2689102638891597,0.46443961205893536,0.3895916547070107,0.2689102638891597,0.44993235011593624,0.9090550617956848,0.9372117650740712,106.82961293208011,111.04236832776492,106.73671989626567,110.99444993193698,106.13629480382059,101.14042001595104,0,0,0,0,0.010256797,1246,1159,1172.8624999999997,1.0623581195579195,0.988180626,0.391903302,0.6875,-3.60146598,92,150,69.61676151
111,Florida Atlantic,Amer,15-13,111.08929412125973,140,105.48846598259107,97,0.6444946359179179,111,16.84291524428951,14.157084755710493,8.842915244289507,9.157084755710493,8-Jul,0.5047300070065566,0.4711482903019612,0.5338341614838724,0.5073859826783337,0.4711482903019611,0.5335576493946027,0.8496424919719853,0.8504876646725243,110.1543157748384,108.37067941758377,110.25619791253165,108.51051227403971,108.64098905894782,103.21784250444766,111.92479922289556,104.88637091469052,0.6785073696949144,3,-0.070741436,1161,1126,1087.5,1.0675862068965518,1.0354022988505747,0.5321750889482543,0.4666666666666667,-7.224354922,171,322,69.71908730501573
112,North Dakota St.,Sum,23-6,113.69266720709254,101,108.19209614330371,154,0.6388305030847814,112,24.272191421258395,6.727808578741605,14.272191421258393,1.7278085787416055,13-1,0.3404021883653321,0.37465804335200953,0.30369948659389223,0.3476105983053098,0.37465804335200953,0.322253619,0.9234584936332763,0.9112105057180937,106.85203109837961,112.43831347797223,107.20452740305721,112.56501767886671,115.16335792903315,108.59176724997577,0,0,0,0,0.047964977,1154,989,950.0250000000001,1.2147048761874686,1.0410252361779953,0.45213254243498663,0.9285714285714286,-2.890758229,88,76,66.05402604074497
113,UC Irvine,BW,18-10,104.24722574503264,262,99.27654147,29,0.6368789515255571,113,20.688226660394342,11.31177333960566,13.68822666039434,6.311773339605658,5-Nov,0.44051193055814714,0.43712821517488004,0.44304971709559743,0.4456209864687883,0.43712821517488004,0.45071664924513327,0.8941116322870881,0.8934884722809251,108.06876406207468,109.34140538359522,108.38876775862256,109.59668677825357,105.56111706934313,99.24045632170787,0,0,0,0,-0.023258736,1219,1098,1148.3375000000003,1.0615346098163647,0.9561648905482923,0.4813843778432768,0.6875,-5.703846305,130,234,68.29970336
114,Pittsburgh,ACC,17-Oct,111.83390260590474,126,106.56049808497274,113,0.6354041067471077,114,11.139704371567236,19.860295628432763,4.139704371567236,13.860295628432764,11-Mar,0.6797857243164733,0.5321569244203841,0.8168696099342706,0.6946774236528682,0.5321569244203841,0.81205334,0.6940068183595788,0.8115809260848005,114.43236724795597,105.03229882943597,114.69049129564833,104.80811588954667,110.36443897631725,106.59472773181366,108.50098834899937,106.89896060292185,0.5426621783347668,14,-0.054675179,929,1053,908.8374999999999,1.0221849340503666,1.158622966151815,0.7951963941735343,0.21428571428571427,-6.90990636,164,301,63.809033748959195
115,Duquesne,A10,16-11,111.96175038186406,123,106.78533605745693,119,0.632828839,115,17.856619936386775,13.143380063613225,9.856619936386775,8.143380063613227,6-Aug,0.480676382,0.34488952835812187,0.6067641744771487,0.502973141,0.34488952835812187,0.6171446394843165,0.8290840101455536,0.8692714440107442,110.24387577869533,109.48265583028048,110.6632478302839,108.89483555680086,111.94554021484014,105.76409344368749,110.34565956350139,106.82775999271342,0.5920870270296399,4,-0.022436429,1066,1058,979.3374999999999,1.0884909441331514,1.0803221565599195,0.6534762670094039,0.5714285714285714,-5.331332588,123,231,69.69035434439424
116,Saint Joseph's,A10,17-10,107.14350509483558,218,102.23601884592048,50,0.6316212082018803,116,19.22764134718029,11.77235865281971,11.22764134718029,6.772358653,5-Sep,0.46196427425255066,0.3542817724145042,0.5619551688164507,0.47471793365608594,0.3542817724145042,0.5616996056638948,0.8495089706371332,0.8823956587935994,108.8845639097786,109.41324381170834,108.83115019860996,108.9413628849743,109.07467419447822,99.81186816238225,108.30714194597402,109.61213099858341,0.46562058824534674,4,0.001770376,1010,985,950.5124999999998,1.0625846582764564,1.0362830578240687,0.5608051346299494,0.6428571428571429,-4.616941818,110,178,67.62413041428576
117,Washington St.,WCC,17-Dec,116.43773137143688,72,111.30380492493111,217,0.6268137220342099,117,13.126603257843442,17.873396742156558,8.126603257843442,9.873396742156558,9-Jul,0.6040369510800526,0.5663395922668786,0.6346660551157568,0.5965253516261368,0.5663395922668786,0.6183261778300455,0.7920572643381069,0.8266196073689505,111.79215766237473,105.62371794623185,111.49428075476345,105.77340118130914,118.02466336490036,111.47057383486903,113.3957822261974,110.81594776241154,0.5657803090667126,6,-0.090366132,1232,1246,1093.4625,1.1266961601335208,1.1394995255895835,0.4876071595443555,0.4375,-8.90957778,223,349,67.26050117869642
118,Cal Baptist,WAC,19-8,106.75070958468193,226,102.25038013115253,51,0.6213601901442399,118,22.09761303,8.902386971141402,12.097613028858598,5.902386971141401,5-Sep,0.4701022662875645,0.4471190017429967,0.49144386907894916,0.45454715018533265,0.4471190017429967,0.45991192406035325,0.8708466640768001,0.8504475478925367,107.56275539447904,109.02952089996428,106.96328956414264,108.98576262712737,104.5884779842903,100.3748284293478,95.37611775238328,110.92646233222993,0.14970054971737584,1,0.091564968,962,933,942.7,1.020473109154556,0.9897104062798344,0.34955011649526757,0.6428571428571429,-2.787858816,84,17,65.38761575
119,UC Santa Barbara,BW,17-11,116.7767526111638,69,112.0695432707193,236,0.6161315929284619,119,18.870808636859117,12.12919136314088,11.870808636859119,8.129191363140881,7-Oct,0.43233660309477645,0.4103337844605781,0.4465737210345518,0.43770186742249145,0.4103337844605783,0.45275431305154373,0.891275226,0.8876424280912142,107.38328184379965,108.94171030496908,107.09010410492462,108.57435626857287,117.58646534973539,111.79756648715994,98.56519183212383,104.29072139248699,0.3431386083176374,1,-0.047370217,1378,1293,1183.2999999999997,1.1645398461928507,1.0927068368123047,0.48777766781449783,0.5882352941176471,-6.724232663,160,286,63.8177981
120,UNLV,MWC,14-13,115.53260666357085,80,110.89567296807343,205,0.6156378342866562,120,14.994415327457926,16.005584672542074,9.994415327457926,10.005584672542074,7-Sep,0.5710163218457998,0.4828832087039544,0.6316078371308185,0.6048534569517233,0.4828832087039544,0.6719370934879964,0.7739616159020198,0.8403183965590948,111.65372790963377,107.2459269282584,112.23257719116822,106.31330585142587,116.5670424704774,110.71109094973139,121.1847103473352,114.76505833043977,0.6515664222632586,5,-0.001329368,1259,1253,1107.6000000000001,1.1366919465511014,1.1312748284579268,0.8332541189167076,0.5625,-5.821864798,133,184,70.02484642748946
121,St. Thomas,Sum,21-8,115.01177005545217,86,110.43851449940396,197,0.614583126,121,22.448394393184284,8.551605606815716,11.448394393184284,4.551605606815718,4-Oct,0.34258630307919136,0.37390643292258624,0.30902902110412545,0.3487833366174012,0.37390643292258624,0.32523043383129024,0.9099368955450958,0.885156523,107.75849773579544,113.08530809304209,107.91362343367884,113.04373389864067,115.58046393652182,112.6372640820252,106.02002610479953,112.62208956891274,0.33298534697815385,1,0.005811039,1219,1066,987.8250000000002,1.2340242451851287,1.0791385113760026,0.43864032292144395,0.7142857142857143,-4.313508537,103,166,68.75078059152194
122,UT Rio Grande Valley,Slnd,16-12,112.06495826501336,122,107.65251078472882,139,0.6134782371465946,122,18.033187102080976,12.966812897919022,14.033187102080978,7.966812897919024,7-Dec,0.42466622708584206,0.4939666146826375,0.39183972769788644,0.4215045093171103,0.4939666146826375,0.3918609207584856,0.8639453570319764,0.7664930380173665,108.50693731105251,109.39693964594075,108.19480056305407,109.47131626383592,112.06826671798507,108.0348147836099,104.5039794281674,102.66196050523607,0.5509500985340158,4,-0.075708136,1421,1323,1255.625,1.1317073170731706,1.053658536585366,0.391995143,0.631578947,-7.003198912,167,333,66.54065979
123,Fresno St.,MWC,15-Dec,108.27170060030774,191,104.15660301181765,74,0.6095937454580262,123,13.68141349705314,17.31858650294686,7.681413497,12.31858650294686,10-Jun,0.56791779,0.4288778606953087,0.6635077421956165,0.5807931697322771,0.4288778606953087,0.6643465897026095,0.7848264038864038,0.8659965598499514,112.03611989342872,107.53402771864889,112.38712166162192,107.4866648319606,108.08684862209259,102.50146407475934,96.03009567203382,97.15850560511528,0.46646443072229515,6,-0.07756208,1162,1181,1104.8999999999996,1.0516788849669656,1.0688750113132415,0.6677019797305818,0.375,-7.697135667,187,336,68.13275008278825
124,Maryland,B10,16-Nov,112.35872537282296,118,108.1038427072665,151,0.6091999385178504,124,11.902125382226245,19.09787461777375,4.902125382226245,15.097874617773753,12-Apr,0.7040184793383778,0.5137306637685272,0.834841353,0.7205423531099594,0.5137306637685274,0.8342887822477467,0.6084536317500018,0.7548354088678472,116.4182465756917,104.68049695184658,117.20963076084412,104.2177920358218,112.95853586671663,108.79206805617004,113.66122387015228,111.81813810649247,0.5468640314218675,15,0.045499816,1071,1253,1034.1,1.0356832027850305,1.2116816555458854,0.8320785010681337,0.25,-4.062195038,97,79,66.34893784959282
125,Murray St.,MVC,20-10,116.43874448229829,71,112.0810581156924,237,0.607935977,125,20.387736643977643,10.612263356022355,12.387736643977645,7.612263356022356,7-Dec,0.5095958672429203,0.4443286954995729,0.547382125,0.5139588021091815,0.4443286954995729,0.5522553607444661,0.8475443736495858,0.8509893967927457,109.28923434372048,109.3804334,109.39186000722148,109.29673815901738,115.86775452707826,112.73757024558451,118.27554158309837,121.5530820332568,0.422055348,2,0.085687782,1515,1515,1349.5749999999998,1.1225756256599302,1.1225756256599302,0.644846848,0.631578947,-3.836396622,95,24,71.34839896485833
126,UC San Diego,BW,19-9,107.62346714425516,208,103.78810289572226,71,0.6028381261864504,126,21.63536139152696,10.36463860847304,11.63536139152696,8.364638608473042,7-Sep,0.44593402448024566,0.4179901847361635,0.46689190428830757,0.44053289013088737,0.4179901847361635,0.45405851336772185,0.8905238803791908,0.8871598637726716,107.54535354475375,108.46844450302532,107.71534403036323,109.14011182941145,103.59161876332489,102.76321822838432,113.74821393590486,109.2476639741119,0.6140228339494033,1,0.043342634,1136,1124,1118.4625,1.015680007152676,1.0049509929926126,0.40272495,0.5625,-4.605151051,109,83,67.42757265888054
127,Wright St.,Horz,18-11,113.37534369480892,104,109.54810255487965,178,0.5974646585663512,127,19.173394673741413,11.826605326258585,14.173394673741415,5.826605326258585,13-5,0.3998246014960581,0.4292332783411145,0.3818526323129679,0.40217931930056094,0.4292332783411145,0.38729964182825644,0.9030695981086676,0.8689716885370266,110.49220236581368,113.42085984549973,110.3112959905639,113.20963089365947,114.36274131096113,109.34146194605042,103.04906009826013,105.11661163063835,0.44313483491255323,2,-0.05324513,1464,1366,1234.2625,1.1861334197547118,1.106733778268399,0.4363227274658531,0.7222222222222222,-7.041451358,170,299,66.34144234335335
128,UAB,Amer,18-10,108.98721342260203,174,105.35921587420364,95,0.5961218697016664,128,20.05006120085388,10.94993879914612,11.05006120085388,6.949938799146121,6-Sep,0.4861380125106781,0.3838367706969469,0.5747990887492452,0.4788124357322671,0.3838367706969469,0.5474059715911096,0.8637762786791404,0.8882027073171908,109.27136753005631,109.41443373967198,108.90915581665108,109.40492552110348,106.73924169511012,104.45633585386996,109.47092191761601,97.15128867057321,0.7978611073344677,3,0.049882661,1147,1144,1087.1499999999999,1.055052200708274,1.0522926919008417,0.41044038580043124,0.6,-4.588996845,108,71,69.07800876337531
129,UNC Wilmington,CAA,24-4,110.81152449447083,144,107.3034826424182,132,0.5914472000660771,129,26.232584917070522,4.767415082929477,15.232584917070522,2.7674150829294772,13-2,0.3567028781603347,0.28932800935479175,0.4150944311251387,0.35492307873427975,0.28932800935479175,0.4022972955083546,0.9280886571469167,0.9414590222714119,105.99947705874145,111.25590405609812,106.17537779846016,111.59768275168695,108.8863847,106.01320450638754,0,0,0,0,0.14864871681066716,1109,1023,994.8125000000001,1.1147829364830055,1.0283344851416722,0.3383116174244341,0.8666666666666667,-0.963845245,61,3,64.49600652399631
130,Southern Illinois,MVC,14-15,103.16609830486837,286,100.07556520904473,31,0.5865616889357889,130,15.53382705275111,15.46617294724889,9.533827053,10.46617294724889,10-Aug,0.5330645070217647,0.4521918071960234,0.5824867124708286,0.518100943,0.4521918071960234,0.5543509683819788,0.8455950111795315,0.8475446006748755,109.89346581004538,108.07704388514999,109.51687991213062,108.35138932786309,100.45204958708331,97.10595965500328,105.30128972199225,92.86930760503606,0.8091927291289399,2,-0.045916071,1239,1229,1253.4375,0.9884816753926702,0.9805036150585889,0.3011292715823311,0.4444444444444444,-8.519623783,209,284,69.10471774
131,George Mason,A10,21-6,110.81111893389807,145,107.54281978763359,136,0.5852315895818079,131,22.396711723560337,8.603288276439663,10.396711723560337,7.603288276439662,5-Sep,0.47061333270197503,0.34332764252966097,0.5888071878619809,0.5015767053556487,0.34332764252966097,0.6158676951744175,0.8605033583863404,0.9221418458369358,109.32262444180196,110.01938122363903,110.17204325592182,109.41604655523481,108.66501592175118,108.37078380625437,101.34037087242771,106.88095544206836,0.35156798027763325,1,0.1644649536433581,962,959,890.0624999999999,1.0808229759146128,1.0774524260936733,0.7105794707679455,0.6428571428571429,-1.555950615,66,2,63.985621585503736
132,San Francisco,WCC,15-15,113.30719750488504,105,110.21287581905733,192,0.578939892,132,15.262811679282724,15.737188320717276,7.262811679282723,10.737188320717276,10-Jul,0.5712259622113375,0.4779192564737595,0.6425781489518381,0.5767003108361773,0.4779192564737595,0.6480421834312569,0.7748110636324774,0.8298219656822987,111.3378878174067,106.61791414145222,111.40198212023328,106.50965950488872,110.64533063759507,110.27300652621548,111.90426942849943,105.73405756514556,0.6575155718060367,8,0.009685988,1233,1311,1159.6625,1.0632403824388563,1.1305013312062777,0.7409307695813769,0.4117647058823529,-6.486807425,150,152,65.37070987
133,Penn St.,B10,17-Nov,115.40329509094761,82,112.42242884519376,244,0.5746743975001385,133,11.814329467565667,19.185670532434337,2.8143294675656656,17.185670532434333,15-Feb,0.6616549722616538,0.3710888923751929,0.8496683180705402,0.6736863917404817,0.37108889237519277,0.8401150163913907,0.6763157193602592,0.9267394991998201,115.6118172536213,105.54129303243961,115.91026826380984,105.47971948977629,115.02899915532717,113.10586944039308,114.72183613212111,110.18988882676588,0.6138465830752965,12,-0.002280402,1213,1449,1156.875,1.0485143165856294,1.2525121555915721,0.7859796402095434,0.11764705882352941,-6.042352536,142,186,67.37185290799275
134,Bradley,MVC,19-10,111.02727533642813,141,108.19238099802743,155,0.5738182692760277,134,19.88969271374636,11.110307286253642,12.889692713746358,7.110307286,6-Dec,0.48034828158606147,0.3704744451011196,0.5474934038824149,0.4899098798295437,0.3704744451011196,0.555599369,0.8714233401632033,0.9214866629540452,108.51858190937459,108.81663282901502,108.80748080519716,108.74496807743347,111.63764124790995,109.0341360449551,116.63149674352249,111.96550320003422,0.6152721034815729,1,0.070253363,1389,1358,1260.725,1.101747010648635,1.0771579844930497,0.6285530543600366,0.6666666666666666,-4.897943794,115,43,67.35109157236862
135,William & Mary,CAA,16-11,111.58489381260422,133,109.1569114139886,170,0.562912726,135,18.438195012222163,11.561804987777837,9.438195012222163,8.561804987777837,8-Jul,0.4250065342324146,0.4227272917697204,0.4268299282025699,0.4056799828301206,0.4227272917697204,0.3943151102037206,0.8863848710915236,0.8383411762634599,108.60925461909186,109.92565726046637,108.12761936457188,110.55229610364363,111.64008994707278,110.90134843667265,93.41343513444143,98.81387602101292,0.3438163862044011,1,-0.01760716,1216,1171,1071.0875,1.1352947354907978,1.0932813612333259,0.2317410202094743,0.4666666666666667,-6.49874924,151,222,72.54757979617665
136,Rhode Island,A10,15-12,106.82797901608365,223,104.56442067415458,78,0.561263131,136,17.003848240858947,13.996151759141053,8.003848240858947,9.996151759141053,8-Jun,0.49941220554406845,0.39753190111255965,0.5940153453733265,0.5072682238629784,0.39753190111255965,0.5865222347382808,0.8501052642104939,0.8862591015821464,109.34175105064057,109.54343763070796,109.3168028229256,109.19981890716029,104.65139999772482,103.63061876890534,113.02862725855027,100.30662241321598,0.7978979877155106,2,0.005962177,954,972,929.4,1.026468689477082,1.0458360232408006,0.5602963475156207,0.42857142857142855,-6.343027576,148,165,65.51918831
137,Boston College,ACC,18-Sep,104.92737007709354,255,102.70959481021465,57,0.5611111640710502,137,10.134028139439236,20.865971860560766,3.1340281394392338,14.865971860560764,12-Feb,0.6015037070071515,0.38377324020209763,0.8036819976118446,0.6241525207607469,0.3837732402020975,0.7977597789419941,0.7418819097624553,0.9116592021624735,112.47423407850121,106.97562777624984,113.10918506698506,106.6363509056837,106.16450780748224,102.14256445548253,109.20661347663643,102.71948083352669,0.6691311807074177,8,-0.117087164,910,1040,933.1375,0.9752046188262715,1.1145195643728818,0.7770320135975173,0.14285714285714285,-9.626463698,234,358,65.47395997092717
138,Austin Peay,ASun,21-6,108.59735782618091,186,106.34792774410965,110,0.5598878088984757,138,22.40327781830328,6.5967221816967205,16.40327781830328,1.596722182,15-1,0.32669742251513684,0.4223360065162727,0.2609458960143559,0.3286729099877235,0.4223360065162727,0.2714343509980546,0.9138255317682034,0.8506028463572964,108.1633821935361,115.01407820114619,108.42752799775465,115.24081662299282,109.9959243,107.54893878512645,115.86379505243407,105.38665230536004,0.7483746236411075,1,0.084305391,1320,1164,1112.7375,1.1862636066457724,1.0460688167694538,0.35534199086764406,0.9375,-2.655600441,81,27,68.62077353889077
139,Cal St. Northridge,BW,18-10,110.09635765583126,157,107.93384396272887,144,0.5567866785400267,139,20.739091856444386,11.260908143555612,13.739091856444388,6.260908143555613,5-Nov,0.4558757878578235,0.42205492078641504,0.481241438,0.44487686770642226,0.42205492078641504,0.4585700358584267,0.8850161823959337,0.8762930245985917,108.5458084644643,109.08838443239625,107.96902057962707,109.17622714764865,109.97955406814077,106.21716606465426,0,0,0,0,0.060333243,1325,1267,1215.4749999999997,1.0901088051996135,1.0423908348588002,0.3678844266466138,0.6875,-5.17942083,121,56,73.21305088
140,Rutgers,B10,16-Nov,111.64019325513352,131,109.54857100673871,179,0.5541618644345965,140,12.273047849548252,18.726952150451748,5.273047849548253,14.726952150451748,12-Apr,0.6595281515844413,0.3942467860622454,0.8419090903809511,0.668910912,0.3942467860622454,0.8199761819733122,0.665319846,0.8581196446154966,114.37555944264085,105.11299695251434,114.6208817726318,104.9909689556963,114.60481198995186,109.79403110952936,112.78683661524056,113.4333313181582,0.4835734501575484,14,0.026725344,1128,1302,1069.8874999999998,1.0543164585061515,1.216950380296994,0.7322445483427568,0.25,-5.116482705,119,116,65.41892741894388
141,Northern Colorado,BSky,18-10,112.45701616088326,115,110.66332038017006,199,0.5460947995866561,141,19.493803099829464,11.506196900170535,9.493803099829465,8.506196900170535,7-Aug,0.3932871867018734,0.3683931630270253,0.4148620072200753,0.40561946376689495,0.3683931630270253,0.43250512541235664,0.8891965624055307,0.8645410165558032,109.68792526071348,111.81522938460526,109.74807197814435,111.55792592581979,110.67933854120172,110.5602730464486,149.61286440845484,127.51028020590961,0.8627501,1,0.010163229501164217,1189,1158,1051.1125,1.1311824376553414,1.1016898762025948,0.5207207163737632,0.5333333333333333,-5.862934951,134,151,68.23404354
142,Loyola Marymount,WCC,14-15,107.35934651140813,212,105.72035314028486,103,0.5441144443601655,142,15.077969076168701,15.922030923831299,6.077969076168701,11.922030923831299,11-May,0.521161083,0.3910236425942661,0.6268977534195443,0.5248900397135247,0.3910236425942661,0.6215713265218781,0.8298599674087322,0.9051369914264525,110.83722114695536,108.74108908516648,110.6369084629546,108.48792070400602,108.9218122657368,107.88819331978225,106.70632209588341,111.42330801247711,0.3781411851851252,5,-0.034570615,1153,1244,1105.1125,1.0433326923729485,1.1256772500537275,0.5789599113405485,0.3125,-8.324449666,205,258,67.27949870446142
143,Valparaiso,MVC,16-13,108.68384068587518,180,107.03526200266677,128,0.5438309808992404,143,17.48386485660307,13.516135143396934,11.483864856603066,8.516135143396934,8-Oct,0.5036119373416768,0.36526773255480705,0.5881556180447638,0.48995616049118007,0.36526773255480693,0.5585347958561854,0.8490061695734459,0.8608435812944876,109.03295774878363,108.59381848101013,108.79204841363894,108.94496116286899,110.2762620383929,106.33523211875213,103.86491864578808,117.79129582421893,0.1904688469880041,3,0.020450201,1275,1286,1193.8375,1.0679845456353985,1.077198529950684,0.2919473961589787,0.5555555555555556,-6.779905752,161,130,64.83251585071784
144,Bowling Green,MAC,16-12,106.51446189413329,230,104.9625294,89,0.5420974668480528,144,18.09207163347367,12.90792836652633,9.092071633,8.907928367,8-Jul,0.3948628965717077,0.3101536910924707,0.46827754132037985,0.3903163393398241,0.3101536910924707,0.4482115852962461,0.9026493012080639,0.9162825376135193,108.5924438942572,111.55720753917305,108.40427549249078,111.76635352120203,107.38850722390785,105.37981292416335,0,0,0,0,-0.062263312,1151,1124,1054.8375,1.0911633308447983,1.0655669712159455,0.3478818051755779,0.4666666666666667,-7.980376986,192,311,67.90661017
